SIFRA,"IME_VOLISCA"
803030,"Radomerje - gasilski dom Radomerje, Radomerje 2"
804001,"Cankova - vaško-gasilski dom"
804002,"Domajinci - vaško-gasilski dom"
804003,"Gerlinci - vaško-gasilski dom"
804004,"Korovci - vaško-gasilski dom"
804005,"Krašči - gasilsko - vaški dom"
804006,"Gornji Črnci - vaško-gasilski dom"
804007,"Skakovci - vaško-gasilski dom"
804008,"Topolovci - vaško-kulturni dom"
804009,"Tišina - vaško-gasilski dom"
804010,"Borejci - vaško-gasilski dom"
804011,"Gradišče - vaško-gasilski dom"
804012,"Murski Črnci - vaško-gasilski dom"
804013,"Petanjci - vaško-gasilski dom"
804014,"Rankovci - vaško-gasilski dom"
804015,"Tropovci - vaško-gasilski dom"
804016,"Vanča vas - vaško-gasilski dom"
804017,"Gederovci - vaško-gasilski dom"
804018,"Krajna - vaško-gasilski dom"
804019,"Murski Petrovci - vaško-gasilski dom"
804020,"Sodišinci - vaško-gasilski dom"
804021,"Križevci - gasilski dom"
804022,"Košarovci - športni center"
804023,"Kukeč - vaško-gasilski dom"
804024,"Panovci - vaško-gasilski dom"
804025,"Gornji Petrovci - vaška dvorana"
804026,"Peskovci - vaško gasilski dom"
804027,"Šulinci - vaško-gasilski dom"
804028,"Adrijanci - stara šola"
804029,"Boreča - vaško-gasilski dom"
804030,"Lucova - vaško-gasilski dom"
804031,"Martinje - vaško-gasilski dom"
804032,"Neradnovci - vaško-gasilski dom"
804033,"Stanjevci - vaško-gasilski dom"
804034,"Ženavlje - zadružni dom"
804035,"Domanjševci - vaško-gasilski dom"
804036,"Šalovci - zadružni dom"
804038,"Dolenci - vaški dom"
804039,"Čepinci - zadružni dom"
804040,"Budinci - vaški dom"
804041,"Markovci - vaško-gasilski dom"
804042,"Hodoš - vaško-kulturni dom"
804043,"Krplivnik - vaško-gasilski dom"
804044,"Grad - gasilski dom"
804045,"Dolnji Slaveči - vaški dom"
804046,"Kovačevci - gasilski dom"
804047,"Kruplivnik - gasilski dom"
804048,"Motovilci - vaški dom"
804049,"Radovci - vaški dom"
804050,"Vidonci - vaški dom"
804051,"Kuzma - krajevna dvorana"
804052,"Dolič - zadružni dom"
804053,"Gornji Slaveči - gasilski dom"
804054,"Matjaševci - gasilski dom"
804055,"Trdkova - gasilski dom"
804056,"Martjanci - vaški dom"
804057,"Andrejci - vaško-gasilski dom"
804058,"Krnci - vaški dom"
804059,"Noršinci - gasilski dom"
804060,"Sebeborci - gasilski dom"
804061,"Prosenjakovci - stari gasilski dom"
804062,"Berkovci - gasilski dom"
804063,"Čikečka vas - gasilski dom"
804064,"Ivanjševci - gasilski dom"
804065,"Motvarjevci - vaški dom"
804066,"Pordašinci - vaški dom"
804067,"Središče - gasilski dom"
804068,"Ratkovci - gasilski dom"
804069,"Ivanovci - vaški dom"
804070,"Kančevci - gasilski dom"
804071,"Lončarovci - gasilski dom"
804072,"Selo - gasilski dom"
804073,"Fokovci - osnovna šola Fokovci"
804074,"Krog-podružnična šola Krog, Trubarjeva 77"
804075,"Satahovci - gasilski dom"
804076,"Nemčavci - vaško-gasilski dom"
804077,"Markišavci - gasilski dom"
804078,"Mačkovci - gasilski dom"
804079,"Dankovci - gasilski dom"
804080,"Kuštanovci - gasilski dom"
804081,"Moščanci - gasilski dom"
804082,"Otovci - gasilski dom"
804083,"Pečarovci - gasilski dom"
804084,"Poznanovci - gasilski dom"
804085,"Prosečka vas - gasilski dom"
804086,"Puconci - osnovna šola"
804087,"Bokrači - gasilski dom"
804088,"Dolina - gasilski dom"
804089,"Gorica-večnamenski objekt pri igrišču"
804090,"Šalamenci - gasilski dom"
804091,"Vaneča - gasilski dom"
804092,"Brezovci - gasilski dom"
804093,"Lemerje - gasilski dom"
804094,"Predanovci - gasilski dom"
804095,"Bodonci - gasilski dom"
804096,"Vadarci - gasilski dom"
804097,"Zenkovci - gasilski dom"
804098,"Beznovci - gasilski dom"
804099,"Puževci - gasilski dom"
804100,"Strukovci - gasilski dom"
804101,"Rogašovci - vaško-gasilski dom"
804102,"Sveti Jurij - vaško-gasilski dom"
804103,"Kramarovci - vaško-gasilski dom"
804104,"Nuskova - vaško-gasilski dom"
804105,"Ocinje - vaški dom"
804106,"Serdica - vaško-gasilski dom"
804107,"Sotina - vaško-gasilski dom"
804108,"Pertoča, vaško-gasilski dom"
804109,"Fikšinci - vaško-gasilski dom"
804110,"Ropoča - vaško-gasilski dom, spodaj"
804111,"Večeslavci - vaško-gasilski dom"
805001,"Beltinci I, Kulturni dom, ul.Štefana Kovača 3"
805002,"Beltinci II, Kulturni dom, ul. Štefana Kovača 3"
805003,"Bratonci - Turistična hiša Žlica, Bratonci 81a"
805004,"Dokležovje - vaški dom"
805005,"Gančani, ŠRC Gančani"
805006,"Ižakovci - vaški dom"
805007,"Lipa - Cimprana iža, Lipa 78a"
805008,"Lipovci-gasilski dom Lipovci, Lipovci 138"
805009,"Melinci - vaški dom"
805010,"Bogojina - Kulturna dvorana Vaško gasilskega doma"
805011,"Bukovnica - vaški dom"
805012,"Filovci - vaško-gasilski dom"
805013,"Ivanci - večnamenska dvorana"
805014,"Moravske Toplice I-vrtec Moravske Toplice"
805015,"Moravske Toplice II - gasilski dom"
805016,"Tešanovci - vaški dom"
805017,"Mlajtinci - vaški dom"
805018,"Suhi Vrh - vaški dom"
805019,"Vučja Gomila - vaški dom"
805020,"Bakovci I - vaški dom"
805021,"Bakovci II - vaški dom"
805022,"Černelavci - zadružni dom"
805023,"Pušča - večnamenska dvorana, Ulica ob kapelici 63"
805024,"Kupšinci - stara šola"
805025,"Polana - gasilski dom"
805026,"Veščica - gasilski dom"
805027,"Rakičan - vaški dom"
805028,"Center I-Pokrajinska in študijska knjižnica"
805029,"Center II-Pokrajinska in študijska knjižnica"
805030,"Center III - Ljudska univerza, Slomškova ul. 33"
805031,"Center IV - Ljudska univerza, Slomškova ulica 33"
805032,"Ledava I - Zavarovalnica Triglav,Lendavska ul. 5"
805033,"Ledava II- Zavarovalnica Triglav,Lendavska ul. 5"
805034,"Park I - Osnovna šola I, Ulica Štefana Kovača 32"
805035,"Park II - Osnovna šola I, Ulica Štefana Kovača 32"
805036,"Partizan I-Osnovna šola III, Trstenjakova ul. 73"
805037,"Partizan II-Osnovna šola III,Trstenjakova ul. 73"
805038,"Turopolje I-Osnovna šola II, Cankarjeva ulica 91"
805039,"Turopolje II-Osnovna šola II,Cankarjeva ulica 91"
806001,"Podgorje - gasilski dom"
806002,"Stogovci - Osnovna šola"
806003,"Žepovci - vaški-gasilski dom"
806004,"Apače -  avla kulturnega doma Apače 36"
806005,"Lutverci - gasilski dom"
806006,"Spodnja Ščavnica - dom občanov"
806007,"Črešnjevci - gasilski dom"
806008,"Zbigovci - gasilski dom"
806009,"Police - Milan Kolarič, Police 108"
806010,"Gornja Radgona - ANDY BAR (pri MIČU-TISK)"
806011,"G.Radgona - Uprava Pomurskega sejma d.d."
806012,"Gornja Radgona - Kulturni dom (kinodvorana)"
806013,"Gornja Radgona - gasilski dom"
806014,"Spodnji Ivanjci - gasilski dom"
806015,"Negova - gasilski dom"
806016,"Ivanjševci ob Ščavnici - gasilski dom"
806017,"Radenci - vrtec"
806018,"Radenci - osnovna šola"
806019,"Občina Radenci-Radgonska c. 9g-novi prost. občine"
806020,"Hrastje Mota-gasilsko vaški dom Hrastje Mota 36a"
806021,"Hrašenski Vrh - gasilski dom"
806022,"Kapela - osnovna šola"
806023,"Okoslavci - gasilski dom"
806024,"Sveti Jurij ob Ščavnici - bivši prostori občine"
806025,"Rožički Vrh - gasilski dom"
806026,"Slaptinci- gasilski dom"
806027,"Stara Gora  - gasilski dom"
806028,"Sovjak - gasilski dom"
806029,"Bolehnečici - gasilski dom"
807001,"Osnovna šola, Šolska ulica 2"
807002,"Osnovna šola, Šolska ulica 2"
807003,"Osnovna šola, Šolska ulica 2"
807004,"Osnovna šola, Cerkvenjak 24"
807005,"Dom društva upokojencev, Cerkvenjak 13 b"
807006,"Kulturni dom, Cerkvenjak 25"
807007,"Smolinci 88, Ploj"
807008,"Kulturni dom, Jurovski dol 1"
807009,"Kulturni dom, Jurovski dol 1"
807010,"Sp. Gasteraj 35, Rokavec"
807011,"Žitence 23, Senekovič"
807012,"Žitence 65, Lekežič"
807013,"Avla Občine Lenart, Trg osvoboditve 7"
807014,"Center Slovenskih goric, Trg osvoboditve 9"
807015,"Osnovna šola, Ptujska 25"
807016,"Lovski dom Lenart, Sp. Porčič 22"
807017,"Trgovina, Zamarkova 20"
807018,"Osnovna šola, Lokavec 6"
807019,"Osnovna šola, Sv. Ana 14"
807020,"Osnovna šola, Sv. Ana 14"
807021,"Sejna soba občine, Sv. Ana 17"
807022,"Osnovna šola, Meznaričeva 1"
807023,"Prostori društva upokojencev, Trojiški trg 25"
807024,"Gasilski dom, Osek"
807025,"Gasilski dom, Gočova"
807026,"Osnovna šola, Meznaričeva 1"
807027,"KS Voličina, Sp. Voličina 81"
807028,"Kulturni dom, Selce 11"
807029,"Kulturni dom, Zavrh 42"
808001,"Klub Svečina, Plač 7"
808003,"VS Zg. Kungota, Plintovec 1"
808004,"Župnijski urad Sv. Jurij ob Pesnici, Jurski Vrh 5"
808005,"VS Sp. Kungota, Rošpoh 143"
808006,"Osnovna šola Jarenina, Jareninski Dol 26"
808007,"Dveri-pax, Polički Vrh 1"
808009,"Kulturna dvorana Jakob, Sp. Jakobski Dol 2"
808010,"Večnamenski KTPC Pesnica, Pesnica pri Mariboru 41"
808011,"Večnamenski KTPC Pesnica, Pesnica pri Mariboru 41"
808012,"KS Ceršak, Ceršak 19"
808013,"Januš Jože, Selnica ob Muri 102 i"
808014,"Kulturni dom Sladki Vrh,Sladki Vrh 3"
808015,"Lovski dom, Vranji Vrh 7"
808017,"Kulturno prosvetni dom Šentilj, Maistrova ul. 7"
808018,"Kranvogel, Kaniža 24"
808019,"Polc, Kresnica 41"
808020,"Osnovna šola Zg. Velka, Zg. Velka 41"
808021,"Farasin Branka, Trate 14"
808022,"Rajšp Franc, Sp. Velka 61"
808025,"VS Zg. Kungota, Plintovec 1"
808026,"Mulec, Ročica 40"
808027,"KS Pernica, Pernica 8"
809001,"Večnamenska dvorana Vitomarci, Vitomarci 48a"
809002,"Kostanjevec Janez, Gibina 26"
809004,"Fras Stanko Novinci 54"
809008,"Korent Roman, Črmlja 12"
809009,"Maguša Janez, Sovjak 1a"
809010,"Gasilski dom Biš, Biš 20a"
809011,"Trinkaus Tatjana, Bišečki vrh 41"
809012,"Benko Alojz, Ločič 23"
809013,"Večnamenska dvorana Trnovska vas,Trnovska vas 38"
809014,"Brumen Franc Trnovski vrh 14"
809015,"GD Destrnik, Destrnik 9"
809016,"Nipič Janez, Dolič 17b"
809017,"Lacko Franc, Drstelja 21"
809018,"Caf Janez, Gomila 11"
809019,"Čuček Konrad, Gomilci 11a"
809020,"Kokol Franc, Janežovci 12b"
809021,"Osn.šola Destrnik, Jan.vrh 45"
809022,"Koren Elizabeta, Jiršovci 55A"
809023,"Zelenik Stanislav, Levanjci 11"
809024,"Kos Branko, Ločki vrh 60a"
809026,"Čuček Franc, Placar 39b"
809027,"Kocmut Branko,Strmec pri Dest.3"
809028,"Hanželj Franc, Svetinci 12"
809029,"Gostišče Grozl, Nataša Kavčič s.p.,Vintarovci 45d"
809030,"Slukan Ivan, Zg. Velovlek 23a"
809031,"Potrč Anton, Zasadi 11"
809032,"Gasilski dom Dornava, Dornava 65 b"
809033,"Gasilski dom Dornava, Dornava 65b"
809034,"Brunarica GD Mezgovci ob Pesnici"
809035,"Vaško gasilski dom Žamenci, Žamenci 11"
809038,"Gasilsko kulturni dom Polenšak, Polenci 42"
809039,"Gasilski dom Gorišnica, Gorišnica 70"
809040,"Gasilski dom Gajevci, Gajevci 38a"
809041,"Vaški dom Cunkovci"
809042,"Gasilski dom Mala vas, Mala vas 31"
809043,"Dom vaščanov Moškanjci, Moškanjci 18a"
809044,"Zadružni dom Muretinci, Muretinci 46"
809045,"Gasilski dom Formin, Formin 44a"
809046,"Dom vaščanov Tibolci, Tibolci 23 a"
809047,"Gasilski dom Zagojiči, Zagojiči 17"
809048,"Vaško gasilski dom Zamušani, Zamušani 31a"
809049,"VKC dr.A.S. Jurš., Juršinci 10"
809050,"Novak Ivan, Dragovič 17b"
809051,"Gasilski dom Gabrnik, Gabrnik 25a"
809053,"Kvar Milan Grlinci 9"
809054,"Vaški dom Hlaponci, HLAPONCI 58A"
809055,"Slodnjak Martin, Bodkovci 47"
809056,"Vaški dom Kukava, Kukava 46b"
809057,"Novak Jožef, Rotman 39a"
809058,"Zidarič Anica, Sakušak 79"
809059,"Turstični dom Gomila,Senčak pri Juršincih 9c"
809060,"Gasilski dom Zagorci, Zagorci 61c"
809061,"Dom krajanov Rogoznica, Slovenskogoriška c.18"
809062,"Dom krajanov Rogoznica, Slovenskogoriška c.18"
809063,"Dom krajanov Rogoznica, Slovenskogoriška c.18"
809064,"Gasilski dom Borovci, Borovci 13"
809065,"Gasilski dom Bukovci, Bukovci 103c"
809066,"Dom krajanov Grajena, Grajena 46"
809067,"Dom krajanov Grajena, Grajena 46"
809068,"Gasilski dom Kicar, Kicar 80a"
809069,"Dom krajanov Grajena, Grajena 46"
809070,"Občina Markovci, Markovci 43"
809071,"Dom krajanov Grajena,Grajena 46"
809072,"Gasilski dom Nova vas pri Markovcih 47 a"
809073,"Arnuš Danilo, Pacinje 2"
809074,"Gasilski dom Podvinci, Podvinci 13a"
809075,"Gasilski dom Prvenci, Prvenci 9a"
809076,"Vaško gasilski dom Sobetinci,  Sobetinci 37"
809077,"Vaški dom na gmajni (mlekarna) Stojnci 34"
809078,"Gasilski dom Spodnji Velovlek, Sp.Velovlek 30a"
809079,"Gasilski dom Zabovci, Zabovci 30"
809080,"Lazar Sonja, Strelci 5a"
809081,"Etnografsko društvo Ježevka, Mestni vrh 24"
810001,"Magistrat, Sprejemna pisarna, Mestni trg 1"
810002,"Telovadnica OŠ Olge Meglič, vhod Prešernova u.29"
810003,"Vrtec Ptuj, Enota Mačice, Potrčeva cesta 9a"
810004,"Vrtec Ptuj, Enota Mačice, Potrčeva cesta 9 a"
810005,"Vrtec Ptuj, Enota Tulipan,  Med vrti 2"
810006,"OŠ Ljudski vrt, Župančičeva 10"
810007,"OŠ Ljudski vrt, Župančičeva 10"
810008,"OŠ Ljudski vrt, Župančičeva 10"
810009,"Avla ŠC Ptuj, Volkmerjeva 19"
810010,"Avla Šolskega centra Ptuj, Voklmerjeva cesta 19"
810011,"Vrtec Ptuj, Enota Mačice,Potrčeva cesta 9a"
810012,"Dijaški dom Ptuj, Arbajterjeva  ul. 6"
810013,"Dom kraj. B.Reš,Volkmerjeva 26"
810014,"Dom kraj. B. Reš, Volkmerjeva 26"
810015,"Dom krajanov MČ Panorama, Vičava 46"
810016,"Športna dvorana Mladika,sejna soba,Čučkova ul.8"
810017,"Dom krajanov MČ Jezero, Belšakova ul.20a"
810018,"Dom krajanov MČ Jezero, Belšakova ul. 20 a"
810019,"Večnamenska dvorana Spuhlja, Spuhlja 12 a"
810020,"OŠ Breg, Rogaška c. 6"
810021,"OŠ Breg, Rogaška c. 6"
810022,"DU Ivan Rudolf Breg-Ptuj, Zadružni trg 12 a"
810023,"Dom kraj.Turnišče, Selska c. 2"
810024,"Dom kraj.Turnišče, Selska c. 2"
810025,"Dom vaščanov Draženci, Draženci 74b"
810026,"Gasilski dom Gerečja vas, Gerečja vas 14a"
810027,"Gasilski dom Hajdoše, Hajdoše 41b"
810028,"Dom krajanov Skorba, Skorba 36a"
810029,"Športni objekt NK Slovenja vas,Slovenja vas 54"
810030,"Dom upokojencev, Zg. Hajdina 45"
810031,"Igrišče Sp. Hajdina (prost. slač. ŠD Sp. Hajdina)"
811001,"Lovski dom Brezovec, Brezovec 92"
811002,"Prostori Občine Cirkulane, Cirkulane 58"
811003,"Kokol Herman, Dolane 8"
811004,"Jurgec Milan, Gradišča 29a"
811005,"Milan Kelc, Gruškovec 80"
811006,"Kolednik Martina Medribnik14a"
811007,"Kolednik Mihael, Paradiž 47"
811008,"Prostori Občine Cirkulane, Cirkulane 58"
811009,"Prostori Radiokluba Cirkulane, Pohorje 25a"
811010,"Lesjak Rajko, Mali Okič 20a"
811011,"Emeršič Olga, Slatina 31"
811012,"Majhen Nevenka, Pristava 4a"
811013,"Arbeiter Mitja, Meje16a"
811014,"OŠ Boris Kidrič-Kidričevo"
811015,"Občina Kidričevo (poročna dvorana)Kopališka ul.14"
811017,"Športni park Njiverce (brunarica)"
811018,"Prosvetni dom Apače"
811019,"Dom krajanov Kungota pri Ptuju"
811020,"Športno društvo Strnišče"
811021,"Dvorana Lovrenc na Dr. polju,Lovrenc na Dr. p.8"
811023,"Gasilski dom Pleterje, Pleterje 33a"
811024,"Vaški dom Župečja vas, brunarica pri hš Z.vas26"
811025,"Prostori občine Kidričevo, Cirkovce 2c(pri MIPu)"
811026,"Gasilski dom Dragonja vas"
811027,"Dom krajanov Mihovce"
811028,"Vaški dom Pongrce, Pongrce 22"
811029,"Gasilski dom Jablane, Sp. Jablane 20a"
811030,"Gasilski dom Starošince"
811031,"Gasilski dom Šikole, Šikole 24"
811032,"Vaški dom Stražgonjca NH"
811033,"Gasilski dom, Majšperk 32a"
811036,"Gasilski dom Majšperk-Breg, Breg 4"
811037,"Gasilski dom Medvedce 19a"
811038,"Dom krajanov in gasilcev Ptujska Gora 82/b"
811039,"Športno društvo Podlože, Podlože 49"
811043,"Bedenik Stanko, Doklece 7a"
811044,"Dom krajanov Stoperce 13b"
811045,"Gasilski dom Žetale, Žetale 5"
811046,"Vukova domačija, Dobrina 11"
811047,"Železnik Martin, Kočice 1"
811048,"Krušič Anton, Kočice 43a"
811049,"Potočnik Janez, Nadole 50"
811050,"Večnamenska dvorana Žetale, Žetale 1"
811051,"Dom krajanov Dolena, Bolečka vas 3c"
811053,"Kulturni dom Sela, Sela 31b"
811054,"Prostori tur.društva Klopotec,Zg.Leskovec 10 c"
811055,"Slavko Mlakar, Belavšek 36"
811057,"Habjanič Jakob, Repišče"
811059,"Fric Edvard, Skorišnjak 25"
811060,"Lesjak Marija, Gradišče 29"
811062,"Cafuta Andrej, Velika Varnica 53"
811063,"Vaški dom Lancova vas, Lancova vas 44 a"
811064,"Vaška skupnost, Majski vrh 50"
811066,"Dom vaščanov Pobrežje, Pobrežje 104a"
811067,"Poslančeceva domačija, Vareja 12"
811068,"KS Tržec, Tržec 47"
811069,"Občina Videm, Videm pri Pt. 54"
811070,"VTKC Podlehnik,Konferenčna dvorana, Podlehnik9"
811071,"Arnuš Franc, Podlehnik 80a"
811072,"Murko Jožef, Gorca 11"
811073,"Vaupotič Jože, Jablovec 21"
811074,"Beloglavec Bojan, Rod.Vrh 31"
811075,"Gostilna Maučič Nežka, Zakl 31"
811076,"Tertinek Dominika, Zakl 13 a"
811077,"Sardinšek Valerija, Strajna 28 (bivše Večeričevo)"
811078,"Brodnjak Ivana, Kozminci 25a"
811079,"Vaupotič Drago, Stanošina 27"
811080,"Jelen Darinka, Zg.Grušk.35"
811081,"Pernek Štefan, Ložina 8"
811082,"Kozel Angela, Zg. Gruškovje 26"
811083,"Štrucl Marjanca, Sp. Gruškovje 18"
811084,"Gasilski dom Zavrč, Goričak1"
811085,"Gostilna Težak, Turški vrh 51"
811086,"Hrnčič Darinka, Turški vrh 75"
811087,"Vuzem Ivan, Hrastovec 129"
